plan,monthlyPrice,tenureMonths,outages,complaints,supportCalls,latePayments,competitorAvailable,monthlyContract,speedMbps,avgMonthlyUsageGb,recentPlanChange,contractRenewalDue,region,churn
Ultra,2499,57,1,2,2,4,1,1,1000,288,False,False,West,0
Premium,1499,36,5,5,6,5,1,1,500,248,False,False,South,1
Premium,1499,24,7,7,6,0,0,1,500,176,False,False,East,1
Plus,999,14,5,0,4,4,0,0,200,101,True,False,South,1
Plus,999,15,4,4,1,4,1,0,200,191,False,False,West,1
Basic,699,39,4,0,6,0,0,1,100,200,False,False,West,0
Basic,699,56,3,0,6,0,1,0,100,135,False,False,East,1
Plus,999,10,0,6,7,4,0,0,200,136,False,False,South,1
Basic,699,31,0,6,4,0,1,1,100,135,False,True,South,1
Plus,999,32,6,3,8,4,0,0,200,279,True,False,East,1
Basic,699,8,6,6,5,2,0,1,100,121,False,False,East,1
Premium,1499,40,7,2,7,0,0,0,500,141,False,True,North,1
Basic,699,16,2,4,0,2,0,1,100,194,False,True,South,0
Plus,999,14,8,4,8,3,0,0,200,288,False,False,North,1
Basic,699,19,3,4,0,3,0,0,100,137,False,False,East,0
Basic,699,19,6,3,6,4,0,1,100,200,False,False,North,1
Ultra,2499,36,0,0,3,4,1,1,1000,226,False,False,North,1
Premium,1499,23,4,3,8,2,0,1,500,167,False,False,North,0
Premium,1499,15,2,5,6,5,0,0,500,83,False,False,South,1
Plus,999,28,4,5,7,4,0,0,200,177,False,False,South,1
Premium,1499,45,8,2,6,1,0,1,500,143,True,False,North,1
Plus,999,47,0,5,6,3,1,1,200,178,False,False,East,1
Plus,999,7,2,2,0,4,1,0,200,356,False,True,North,1
Ultra,2499,9,8,7,5,1,1,1,1000,145,False,True,South,1
Basic,699,60,4,6,3,5,0,0,100,227,True,False,West,1
Ultra,2499,45,5,7,3,3,1,0,1000,220,False,False,East,1
Basic,699,34,1,7,7,0,0,1,100,221,False,True,West,1
Basic,699,13,4,7,6,2,1,1,100,237,True,False,North,1
Plus,999,30,7,1,8,0,0,0,200,254,False,False,North,1
Plus,999,57,7,1,4,2,0,0,200,276,True,False,East,1
Ultra,2499,47,8,2,6,4,1,0,1000,168,False,False,South,1
Plus,999,12,0,6,4,2,1,1,200,264,False,True,South,0
Basic,699,40,4,0,7,3,1,0,100,205,False,False,South,1
Ultra,2499,30,6,7,1,4,0,0,1000,182,False,False,South,1
Plus,999,4,5,0,2,0,1,1,200,193,False,True,West,0
Plus,999,44,4,2,7,5,1,0,200,84,True,False,East,1
Basic,699,49,6,1,4,3,0,0,100,225,False,False,West,1
Plus,999,40,0,1,8,0,1,1,200,158,False,False,East,1
Premium,1499,60,2,7,8,5,1,1,500,197,False,False,South,1
Plus,999,1,1,0,7,5,0,0,200,173,False,False,West,1
Premium,1499,36,3,0,3,5,1,1,500,222,False,False,East,1
Basic,699,44,5,5,6,5,0,0,100,148,False,False,West,0
Basic,699,42,2,7,2,5,1,1,100,255,False,False,North,1
Premium,1499,37,5,0,3,4,1,1,500,189,True,True,North,1
Ultra,2499,41,8,2,6,1,0,1,1000,263,False,False,North,1
Basic,699,32,3,5,7,2,0,1,100,140,True,False,North,1
Basic,699,29,8,0,7,4,0,0,100,289,False,False,East,1
Plus,999,50,1,2,3,5,0,1,200,141,False,False,North,1
Basic,699,44,1,5,7,0,0,1,100,78,True,False,South,1
Plus,999,19,4,5,7,5,0,1,200,210,True,False,North,0
Basic,699,14,8,5,8,2,1,0,100,108,False,False,South,1
Premium,1499,40,5,7,0,1,0,1,500,197,False,True,West,1
Ultra,2499,26,2,7,5,2,1,0,1000,90,False,False,North,0
Ultra,2499,37,2,1,7,0,1,1,1000,225,False,False,West,1
Plus,999,10,4,5,6,1,1,1,200,309,False,True,West,1
Ultra,2499,30,2,4,5,4,0,0,1000,73,False,False,North,1
Basic,699,51,4,7,6,4,1,0,100,176,False,False,West,1
Premium,1499,14,6,6,5,4,0,0,500,163,False,True,West,1
Ultra,2499,21,8,1,7,1,1,1,1000,92,True,True,West,1
Basic,699,6,3,2,0,1,0,1,100,174,False,False,West,1
Premium,1499,20,4,6,5,0,0,1,500,203,False,False,North,1
Basic,699,1,8,5,1,2,0,0,100,219,False,False,East,1
Ultra,2499,25,6,3,2,3,0,0,1000,224,False,False,East,1
Plus,999,19,2,2,0,0,0,0,200,193,False,False,West,0
Plus,999,6,2,6,7,5,1,0,200,173,False,False,West,1
Plus,999,12,6,0,7,5,0,1,200,132,False,False,East,1
Basic,699,37,7,5,1,4,1,0,100,177,True,False,East,1
Basic,699,34,1,3,7,5,0,1,100,188,False,False,North,1
Ultra,2499,37,5,6,5,2,1,0,1000,238,True,False,East,1
Premium,1499,4,7,2,0,5,1,0,500,148,False,True,North,1
Premium,1499,17,2,4,4,2,0,0,500,148,False,False,South,1
Premium,1499,52,2,4,3,3,0,0,500,69,False,True,South,1
Plus,999,54,7,6,6,1,1,0,200,235,False,False,East,1
Premium,1499,49,1,0,2,3,1,1,500,112,False,False,South,1
Ultra,2499,31,4,2,8,3,0,1,1000,179,False,False,East,0
Basic,699,7,8,5,6,4,1,1,100,285,False,False,East,1
Ultra,2499,30,3,3,8,2,0,1,1000,164,False,False,North,1
Basic,699,34,1,7,5,1,1,1,100,194,False,True,North,1
Plus,999,39,1,1,1,4,0,1,200,162,False,False,South,0
Plus,999,17,4,7,1,5,1,1,200,109,False,False,East,1
Basic,699,18,0,6,6,2,0,1,100,305,False,False,West,1
Plus,999,40,6,2,7,0,0,1,200,140,False,False,West,1
Basic,699,3,1,1,4,3,0,1,100,277,True,False,North,1
Premium,1499,10,5,6,0,4,1,1,500,184,False,False,North,1
Basic,699,25,7,1,8,2,1,1,100,228,False,False,North,1
Premium,1499,6,7,4,3,1,0,1,500,242,False,False,West,0
Premium,1499,32,1,7,3,1,0,0,500,253,True,False,South,1
Basic,699,51,8,4,7,4,1,0,100,272,True,True,North,1
Plus,999,52,8,7,8,1,0,0,200,325,True,True,North,1
Basic,699,16,2,0,2,5,0,1,100,301,False,True,South,0
Basic,699,53,1,1,7,4,0,0,100,134,False,False,West,1
Plus,999,21,3,0,2,2,0,0,200,157,False,False,South,1
Plus,999,29,3,0,2,0,1,0,200,216,True,False,North,1
Basic,699,46,4,6,7,5,0,0,100,178,True,False,West,1
Plus,999,40,0,2,7,4,0,1,200,300,False,True,South,1
Basic,699,40,5,3,7,5,0,1,100,182,True,True,South,1
Ultra,2499,32,2,2,0,0,1,1,1000,222,False,False,West,1
Basic,699,60,8,2,2,0,1,0,100,161,True,True,West,1
Premium,1499,27,3,5,3,0,1,0,500,207,True,False,South,1
Plus,999,5,7,7,0,3,0,0,200,146,False,False,West,1
Ultra,2499,47,3,5,4,1,1,0,1000,94,True,False,East,1
Ultra,2499,30,6,2,5,1,1,0,1000,195,False,False,South,1
Plus,999,6,6,7,3,4,1,1,200,297,False,False,South,1
Ultra,2499,38,3,2,0,3,0,0,1000,255,False,False,North,1
Ultra,2499,31,1,7,7,1,0,0,1000,167,False,False,South,1
Premium,1499,16,1,0,7,5,1,0,500,225,False,False,North,0
Ultra,2499,50,2,6,2,2,1,0,1000,283,False,True,East,1
Premium,1499,28,4,3,1,4,1,0,500,136,False,False,East,0
Basic,699,25,5,7,0,2,1,0,100,214,False,False,South,1
Premium,1499,16,8,1,7,5,0,0,500,141,False,False,West,1
Basic,699,24,5,7,7,4,0,1,100,178,False,False,East,1
Premium,1499,52,1,3,7,0,0,1,500,218,False,False,North,1
Premium,1499,8,2,7,2,1,0,1,500,234,False,False,South,1
Ultra,2499,29,0,4,3,0,0,0,1000,260,False,False,East,1
Premium,1499,42,5,7,8,4,1,1,500,154,False,True,East,1
Premium,1499,15,7,5,4,0,0,1,500,89,False,False,South,1
Premium,1499,12,2,2,2,1,0,0,500,147,False,False,West,1
Plus,999,14,8,0,5,2,0,1,200,176,False,False,East,1
Basic,699,26,7,2,7,2,0,0,100,185,False,False,East,1
Premium,1499,31,4,2,7,2,0,1,500,249,False,True,North,1
Ultra,2499,40,3,7,5,0,1,0,1000,71,False,True,South,1
Premium,1499,13,0,1,8,3,0,1,500,285,False,False,North,0
Premium,1499,26,2,6,5,3,1,0,500,155,False,False,West,0
Basic,699,14,7,6,7,2,0,1,100,157,False,False,North,1
Premium,1499,31,8,5,1,4,1,0,500,206,True,False,East,1
Ultra,2499,46,2,3,2,3,1,1,1000,252,True,False,East,1
Ultra,2499,15,0,0,2,2,1,1,1000,161,True,False,East,1
Ultra,2499,59,3,0,1,2,1,0,1000,174,False,False,West,1
Premium,1499,41,7,1,5,4,0,1,500,230,True,True,East,1
Plus,999,23,2,0,4,2,1,1,200,231,True,False,North,1
Plus,999,49,1,2,8,2,1,1,200,185,False,False,East,1
Premium,1499,53,2,0,2,4,1,1,500,244,False,False,South,1
Plus,999,33,3,3,8,4,0,1,200,249,False,True,South,0
Ultra,2499,23,4,5,2,3,1,0,1000,326,False,True,North,1
Plus,999,45,3,4,2,1,0,0,200,257,False,False,North,1
Ultra,2499,49,6,0,3,0,0,0,1000,222,False,False,North,1
Basic,699,49,1,1,3,4,0,0,100,136,False,True,South,0
Premium,1499,38,5,5,2,4,0,0,500,166,True,False,North,1
Plus,999,19,2,0,1,1,1,1,200,240,False,True,North,1
Premium,1499,25,6,3,8,1,1,0,500,190,False,False,West,1
Plus,999,32,5,4,8,5,0,0,200,348,False,True,East,1
Premium,1499,44,7,3,8,3,1,1,500,194,False,True,West,0
Premium,1499,12,0,7,1,3,1,0,500,257,True,False,North,1
Plus,999,5,5,3,5,1,1,0,200,224,False,False,West,1
Premium,1499,49,6,5,7,5,1,1,500,294,False,True,West,1
Premium,1499,32,7,3,2,0,0,0,500,201,False,False,North,0
Ultra,2499,39,5,2,4,4,0,0,1000,175,False,False,West,1
Plus,999,19,7,7,8,2,1,0,200,202,False,True,West,1
Basic,699,25,7,5,6,3,1,0,100,292,True,False,East,1
Plus,999,32,6,2,4,5,1,1,200,162,False,False,West,1
Ultra,2499,31,8,2,8,0,1,1,1000,263,False,False,East,1
Premium,1499,21,0,0,0,1,1,1,500,221,False,False,East,1
Ultra,2499,23,5,6,5,0,0,0,1000,159,False,False,North,0
Basic,699,56,4,1,5,1,0,1,100,169,True,False,West,1
Ultra,2499,18,0,7,0,2,1,1,1000,167,False,True,West,1
Plus,999,22,7,5,2,4,1,1,200,103,False,True,North,1
Plus,999,19,4,0,4,4,1,0,200,291,False,False,North,1
Premium,1499,5,8,7,6,1,1,0,500,110,False,False,East,1
Premium,1499,13,6,6,4,4,1,0,500,135,False,False,South,1
Plus,999,43,7,4,8,4,1,0,200,294,False,False,South,1
Premium,1499,55,6,6,5,0,0,1,500,131,False,False,South,1
Plus,999,26,3,1,2,1,0,0,200,248,False,False,West,1
Ultra,2499,28,0,3,2,2,0,0,1000,20,False,False,South,1
Basic,699,47,7,0,0,0,1,1,100,82,False,False,West,0
Basic,699,26,2,3,1,4,0,1,100,251,False,True,North,1
Premium,1499,22,6,3,6,1,0,0,500,276,True,False,West,1
Basic,699,32,8,5,1,2,1,1,100,221,False,False,South,1
Premium,1499,53,4,0,0,5,0,0,500,233,False,False,East,0
Basic,699,35,3,7,6,0,1,1,100,187,False,False,South,1
Plus,999,59,7,5,6,0,1,0,200,127,False,False,West,1
Premium,1499,46,6,1,2,5,1,0,500,61,False,False,East,1
Basic,699,49,0,2,7,5,0,0,100,110,False,False,East,1
Basic,699,11,3,2,6,2,1,1,100,192,False,True,South,1
Premium,1499,52,4,3,1,3,1,0,500,244,False,False,South,1
Basic,699,60,8,3,1,3,0,1,100,110,False,True,West,1
Premium,1499,10,1,5,2,4,0,0,500,111,False,False,West,0
Ultra,2499,8,3,3,3,2,1,1,1000,218,False,False,South,1
Premium,1499,47,3,6,2,3,0,0,500,187,False,False,West,0
Premium,1499,38,7,1,0,3,0,1,500,137,False,False,South,1
Ultra,2499,48,4,1,1,4,0,0,1000,68,False,True,East,0
Basic,699,1,4,6,4,3,1,0,100,178,False,False,South,1
Ultra,2499,60,5,7,2,0,1,1,1000,195,True,True,North,0
Ultra,2499,56,4,5,6,2,1,1,1000,188,False,False,South,1
Ultra,2499,49,2,7,0,1,0,0,1000,188,False,True,East,1
Ultra,2499,28,1,7,0,3,1,1,1000,183,False,True,South,1
Basic,699,14,4,2,2,5,1,0,100,130,False,False,South,1
Basic,699,16,7,1,5,0,1,0,100,81,False,False,North,0
Plus,999,2,1,7,7,3,1,0,200,92,False,True,West,1
Plus,999,14,0,4,5,0,0,1,200,129,True,False,South,0
Ultra,2499,6,0,3,2,3,1,1,1000,159,False,False,South,1
Ultra,2499,52,6,4,2,2,0,1,1000,132,False,False,West,1
Ultra,2499,6,6,5,2,3,1,0,1000,121,True,False,West,1
Plus,999,60,7,1,4,3,1,0,200,96,False,False,South,0
Premium,1499,54,3,6,4,4,0,0,500,224,False,False,West,1
Ultra,2499,43,4,5,4,4,0,0,1000,167,True,False,South,1
Ultra,2499,3,1,6,4,2,1,1,1000,183,False,False,South,1
Basic,699,48,4,1,6,4,0,0,100,247,False,True,West,1
Ultra,2499,56,7,4,5,5,1,1,1000,140,True,True,South,1
Basic,699,45,3,0,3,3,0,0,100,173,False,False,South,1
Ultra,2499,10,7,6,0,0,0,0,1000,123,False,False,West,1
Ultra,2499,38,3,3,4,4,1,0,1000,297,False,True,West,0
Ultra,2499,48,8,4,0,3,1,1,1000,219,False,False,West,1
Basic,699,34,0,6,5,4,0,1,100,153,False,False,West,1
Premium,1499,29,6,0,2,2,0,1,500,139,False,True,South,1
Premium,1499,59,7,2,4,5,1,1,500,134,False,False,East,1
Plus,999,40,3,4,1,5,1,0,200,182,True,True,West,1
Ultra,2499,32,4,3,3,4,0,0,1000,196,False,False,South,1
Basic,699,52,1,5,6,0,0,0,100,203,False,False,East,0
Basic,699,50,8,4,2,5,0,0,100,40,False,False,West,0
Basic,699,7,1,0,8,0,0,0,100,265,False,False,South,0
Ultra,2499,49,8,7,1,1,1,1,1000,297,False,True,South,1
Ultra,2499,50,0,3,7,2,1,0,1000,130,True,False,West,1
Plus,999,10,8,6,3,1,1,1,200,219,False,False,East,0
Ultra,2499,10,0,1,1,2,1,1,1000,217,False,True,North,1
Basic,699,43,2,0,8,2,1,1,100,191,False,False,East,0
Premium,1499,59,5,0,4,4,0,1,500,172,False,True,West,1
Ultra,2499,50,3,4,1,0,1,1,1000,128,False,False,South,1
Premium,1499,14,1,4,8,2,0,0,500,256,True,False,East,1
Premium,1499,47,6,1,0,2,1,1,500,103,True,False,North,1
Basic,699,30,5,3,8,4,0,1,100,264,False,False,South,1
Plus,999,7,5,3,5,3,0,0,200,342,False,False,North,1
Ultra,2499,57,2,7,3,3,0,1,1000,193,False,False,West,0
Ultra,2499,41,6,7,7,5,1,0,1000,189,True,True,West,1
Basic,699,45,3,7,7,0,0,1,100,229,False,True,West,1
Premium,1499,37,4,0,8,1,0,1,500,124,False,False,East,1
Plus,999,10,6,0,4,2,0,0,200,51,False,False,North,1
Basic,699,56,0,6,7,4,1,1,100,102,False,False,West,0
Plus,999,49,2,7,7,5,1,0,200,207,False,False,West,1
Ultra,2499,22,8,0,7,5,1,0,1000,179,False,False,East,1
Basic,699,42,8,1,3,4,0,0,100,185,False,False,North,1
Plus,999,2,4,3,3,5,1,0,200,244,False,False,West,1
Ultra,2499,56,0,5,6,1,1,0,1000,198,False,False,East,1
Basic,699,35,2,4,2,1,1,0,100,133,True,False,South,1
Premium,1499,12,0,0,4,3,0,1,500,167,True,False,East,1
Basic,699,4,3,3,3,3,1,0,100,217,False,False,West,1
Basic,699,27,3,0,4,4,0,0,100,181,False,False,South,1
Ultra,2499,29,1,3,2,2,0,0,1000,256,False,False,West,1
Ultra,2499,54,4,2,0,0,1,1,1000,178,False,False,West,0
Plus,999,38,8,4,0,1,0,1,200,277,True,False,South,1
Premium,1499,57,6,3,8,2,1,1,500,180,False,False,East,1
Premium,1499,22,3,7,5,0,0,0,500,105,False,True,North,1
Ultra,2499,36,7,6,8,0,0,0,1000,137,False,False,West,1
Premium,1499,53,6,5,6,1,0,0,500,183,False,False,West,1
Basic,699,49,4,5,3,0,1,0,100,175,False,False,East,1
Ultra,2499,58,3,0,3,5,1,0,1000,184,False,False,West,1
Plus,999,43,2,1,2,5,0,0,200,114,False,False,South,0
Premium,1499,13,0,4,8,3,0,1,500,95,False,False,North,0
Premium,1499,28,6,4,1,5,1,1,500,287,False,False,South,1
Ultra,2499,35,7,5,0,3,0,1,1000,165,True,False,North,0
Plus,999,45,6,1,3,1,0,1,200,190,False,False,North,1
Ultra,2499,52,0,5,4,1,0,1,1000,137,False,False,North,0
Plus,999,5,7,1,7,4,0,0,200,152,False,False,West,1
Basic,699,51,2,0,7,0,1,1,100,191,True,False,North,1
Ultra,2499,26,1,6,3,4,0,1,1000,210,False,False,North,1
Basic,699,30,8,5,3,0,0,0,100,246,False,True,South,0
Plus,999,41,8,4,5,3,1,1,200,20,False,True,North,1
Premium,1499,38,6,5,4,4,0,0,500,84,False,False,East,1
Basic,699,34,2,0,3,4,0,1,100,98,False,False,South,0
Premium,1499,13,7,7,5,4,1,1,500,217,False,True,West,1
Basic,699,32,3,0,3,5,0,1,100,139,False,True,East,0
Ultra,2499,14,6,2,0,2,0,0,1000,141,False,False,South,1
Plus,999,41,5,0,0,1,0,1,200,76,True,False,South,1
Plus,999,12,3,0,2,2,0,0,200,178,False,True,North,1
Plus,999,20,7,3,5,2,0,1,200,188,False,True,South,0
Plus,999,51,3,3,8,3,1,1,200,263,False,False,South,0
Plus,999,55,8,4,2,2,0,0,200,178,False,False,South,0
Ultra,2499,14,1,7,1,1,1,1,1000,148,False,False,East,1
Ultra,2499,46,7,7,4,4,1,0,1000,167,False,False,West,1
Ultra,2499,14,4,6,6,4,0,1,1000,83,False,True,North,1
Premium,1499,15,0,7,8,4,1,1,500,282,False,False,East,1
Premium,1499,18,6,0,2,3,0,1,500,133,False,False,North,1
Basic,699,51,4,3,1,0,0,1,100,137,True,True,South,1
Premium,1499,20,4,3,2,5,1,0,500,227,False,False,East,1
Ultra,2499,26,0,7,8,1,1,0,1000,331,False,False,West,1
Ultra,2499,47,7,5,1,2,0,1,1000,231,False,False,South,1
Basic,699,24,2,2,4,5,0,1,100,271,False,False,East,1
Ultra,2499,44,6,4,5,4,0,0,1000,182,False,True,East,1
Ultra,2499,25,3,6,1,4,1,0,1000,212,False,False,West,1
Premium,1499,6,2,1,8,1,0,1,500,320,True,True,West,1
Plus,999,19,8,1,7,0,1,0,200,154,True,False,West,1
Basic,699,9,8,6,7,5,0,1,100,85,False,False,South,1
Premium,1499,28,7,2,4,4,0,1,500,264,False,True,South,1
Ultra,2499,39,3,5,7,3,1,0,1000,106,False,False,West,1
Premium,1499,26,2,6,3,1,1,1,500,262,False,False,North,1
Basic,699,16,2,4,8,2,0,0,100,249,False,False,North,0
Basic,699,49,1,5,6,3,0,1,100,80,False,True,North,1
Ultra,2499,25,5,6,3,3,0,0,1000,157,False,False,South,1
Ultra,2499,32,7,1,1,4,0,1,1000,272,True,False,South,1
Basic,699,39,1,2,4,0,1,0,100,211,True,False,East,1
Premium,1499,12,3,0,8,1,1,0,500,134,False,False,North,1
Premium,1499,29,0,0,0,3,0,0,500,183,False,True,North,1
Basic,699,1,5,3,1,1,0,0,100,286,False,True,North,0
Premium,1499,36,3,3,8,3,1,0,500,217,False,True,East,1
Ultra,2499,42,5,0,6,1,1,0,1000,154,True,False,East,1
Plus,999,27,4,7,1,5,0,1,200,106,False,False,West,1
Plus,999,22,2,5,7,0,1,0,200,323,False,False,West,1
Plus,999,33,0,3,0,4,0,1,200,164,False,False,South,1
Basic,699,9,5,7,4,1,0,1,100,201,False,True,West,1
Premium,1499,9,4,5,0,4,1,1,500,240,False,True,East,1
Plus,999,35,0,3,3,4,1,1,200,168,False,False,North,0
Basic,699,13,0,2,3,1,0,0,100,162,False,False,South,1
Basic,699,28,7,4,2,5,0,0,100,214,False,False,East,1
Ultra,2499,41,3,4,7,0,1,1,1000,226,False,False,West,1
Ultra,2499,49,2,7,0,3,1,0,1000,192,False,False,South,1
Plus,999,17,6,7,4,3,1,1,200,207,False,False,East,1
Ultra,2499,13,2,3,0,0,1,1,1000,142,False,False,West,0
Premium,1499,25,7,4,1,3,0,0,500,266,False,False,South,1
Premium,1499,50,5,7,5,5,0,1,500,201,False,False,South,1
Premium,1499,41,0,2,4,4,1,0,500,196,False,False,South,1
Basic,699,42,6,6,1,4,0,1,100,219,True,False,East,1
Ultra,2499,38,4,6,1,0,1,0,1000,232,False,True,West,1
Basic,699,11,7,0,1,0,1,1,100,270,False,False,South,1
Plus,999,46,2,3,7,1,0,1,200,170,False,True,South,1
Plus,999,52,3,4,6,3,0,0,200,165,True,True,North,1
Premium,1499,2,3,7,7,5,0,0,500,139,True,False,North,1
Basic,699,7,3,0,6,4,1,1,100,296,False,False,West,1
Premium,1499,21,3,5,6,3,0,1,500,96,False,False,North,1
Ultra,2499,47,2,0,1,4,1,0,1000,263,False,False,West,1
Plus,999,1,5,0,5,0,1,1,200,170,False,False,North,1
Ultra,2499,43,1,6,4,4,0,0,1000,125,False,False,North,1
Basic,699,20,8,7,2,3,0,1,100,171,False,True,South,1
Basic,699,7,6,0,2,2,1,1,100,117,False,False,West,0
Basic,699,43,2,7,1,5,1,0,100,230,False,False,North,1
Ultra,2499,59,6,6,3,1,1,0,1000,300,False,True,East,1
Plus,999,48,1,5,2,2,1,0,200,195,False,False,South,0
Ultra,2499,21,5,2,8,5,0,0,1000,80,False,False,West,1
Premium,1499,54,3,7,7,1,1,0,500,73,False,False,North,1
Premium,1499,33,1,4,7,5,0,1,500,141,False,False,North,0
Premium,1499,10,3,3,0,1,1,1,500,140,False,False,South,0
Ultra,2499,22,6,7,5,3,1,0,1000,287,False,False,South,1
Ultra,2499,7,2,5,0,5,1,1,1000,324,False,False,West,1
Premium,1499,58,2,3,3,5,0,0,500,251,False,False,North,1
Plus,999,25,6,2,0,0,1,1,200,234,True,True,East,1
Plus,999,41,6,3,0,0,0,1,200,122,False,False,South,1
Ultra,2499,50,1,7,6,2,1,1,1000,168,True,True,North,1
Plus,999,2,7,4,1,4,0,1,200,228,False,False,West,1
Plus,999,7,5,1,8,1,1,0,200,186,False,False,West,1
Basic,699,49,3,1,2,4,0,0,100,100,False,False,North,1
Plus,999,42,2,1,8,2,0,0,200,129,False,False,East,0
Plus,999,28,0,3,4,0,1,1,200,174,True,False,East,1
Premium,1499,39,8,3,1,5,0,0,500,285,True,True,South,0
Plus,999,38,5,4,2,5,1,0,200,108,False,False,South,1
Basic,699,17,6,2,8,1,0,1,100,265,False,False,South,1
Plus,999,27,2,5,6,3,0,0,200,164,True,True,North,1
Ultra,2499,5,5,1,5,2,1,0,1000,153,False,True,North,1
Plus,999,25,1,1,2,4,1,1,200,311,True,False,East,1
Basic,699,58,0,2,5,3,0,1,100,145,False,False,West,1
Plus,999,17,0,2,2,1,1,1,200,189,True,False,East,0
Plus,999,44,6,7,2,3,1,1,200,202,False,False,West,1
Plus,999,20,1,4,6,2,0,0,200,147,True,True,North,1
Basic,699,6,4,7,0,3,0,1,100,215,False,False,North,1
Plus,999,59,0,6,8,5,1,0,200,98,False,False,North,1
Plus,999,44,8,3,2,0,1,0,200,178,False,False,West,1
Plus,999,24,1,5,3,4,0,1,200,296,False,False,South,1
Ultra,2499,14,4,0,7,4,1,0,1000,137,False,False,East,1
Basic,699,1,5,2,6,2,0,0,100,110,False,True,South,1
Ultra,2499,1,2,4,3,3,1,1,1000,233,False,False,South,1
Premium,1499,7,7,7,2,1,1,1,500,172,True,False,South,1
Premium,1499,3,2,6,6,5,1,0,500,118,True,True,West,0
Premium,1499,8,6,7,8,3,0,1,500,164,False,False,West,1
Ultra,2499,9,1,1,0,1,0,1,1000,243,False,False,South,1
Premium,1499,28,0,6,7,2,1,1,500,284,True,False,South,1
Plus,999,16,4,1,4,5,0,1,200,178,False,False,North,1
Plus,999,13,2,3,1,1,1,0,200,20,False,True,South,1
Plus,999,6,0,6,6,4,1,0,200,231,False,False,North,1
Basic,699,20,1,4,5,2,1,1,100,184,False,False,South,1
Basic,699,43,5,3,4,3,1,0,100,70,False,False,West,1
Premium,1499,8,1,0,8,1,1,1,500,235,False,False,East,1
Premium,1499,14,6,1,1,1,0,0,500,200,False,False,South,1
Ultra,2499,60,1,1,8,4,1,1,1000,212,False,False,South,1
Plus,999,3,2,3,6,4,1,1,200,66,False,False,North,0
Basic,699,31,6,0,2,4,1,0,100,128,False,False,North,1
Plus,999,48,6,7,8,4,0,0,200,194,False,False,West,1
Premium,1499,14,2,0,2,4,0,0,500,108,False,False,West,1
Premium,1499,20,3,4,4,4,0,0,500,210,False,False,East,1
Plus,999,57,4,2,4,0,0,0,200,192,False,True,East,1
Premium,1499,21,1,4,2,3,1,1,500,122,False,False,North,0
Plus,999,47,4,2,4,0,0,1,200,104,False,False,South,0
Plus,999,21,4,3,6,1,1,0,200,210,False,False,South,0
Basic,699,32,2,7,2,1,0,1,100,20,False,True,East,1
Plus,999,57,2,6,3,0,0,0,200,223,False,False,West,1
Plus,999,47,0,1,6,3,0,0,200,181,False,False,North,1
Basic,699,18,2,0,0,0,1,0,100,167,False,False,West,0
Premium,1499,22,7,2,3,0,1,0,500,134,True,True,East,1
Ultra,2499,10,0,3,0,1,1,1,1000,146,True,False,South,0
Ultra,2499,44,1,7,2,0,0,0,1000,188,False,False,North,1
Basic,699,24,1,0,2,1,1,1,100,202,False,False,South,0
Premium,1499,40,4,5,1,2,1,1,500,159,False,False,North,1
Plus,999,50,2,5,2,3,1,1,200,241,False,True,West,0
Premium,1499,10,1,5,2,1,1,1,500,167,False,False,West,1
Premium,1499,9,3,6,6,4,1,1,500,200,False,False,West,1
Ultra,2499,34,3,1,3,2,0,0,1000,150,False,True,West,0
Basic,699,4,5,5,2,2,1,0,100,187,False,False,West,1
Plus,999,4,2,1,2,3,0,1,200,244,False,False,North,1
Plus,999,2,2,5,2,0,0,0,200,311,True,False,West,1
Plus,999,31,2,4,7,3,1,1,200,148,False,False,East,1
Basic,699,57,0,2,8,1,0,1,100,184,False,False,West,1
Premium,1499,59,8,4,3,3,0,1,500,213,False,False,South,1
Ultra,2499,40,0,3,6,1,0,1,1000,134,False,False,West,0
Plus,999,4,5,6,3,2,0,0,200,156,True,False,East,1
Premium,1499,11,8,1,1,1,0,1,500,113,False,True,North,1
Basic,699,37,0,7,0,0,1,0,100,324,False,True,East,0
Ultra,2499,33,3,5,6,5,1,0,1000,181,False,True,West,1
Basic,699,33,2,0,6,3,0,1,100,174,True,False,North,0
Basic,699,46,3,3,2,5,0,1,100,105,False,True,East,1
Ultra,2499,3,6,3,3,4,0,0,1000,166,False,False,North,1
Plus,999,50,4,1,7,0,1,1,200,263,True,False,North,1
Premium,1499,23,1,1,2,5,1,1,500,220,False,False,West,1
Plus,999,8,7,0,5,2,1,1,200,193,False,False,South,1
Premium,1499,24,1,6,8,3,1,0,500,203,False,False,South,1
Basic,699,10,1,4,6,1,1,0,100,191,False,False,North,1
Ultra,2499,42,8,7,1,0,0,0,1000,109,False,False,West,1
Premium,1499,5,5,5,7,1,1,0,500,272,False,True,South,0
Plus,999,41,3,5,0,4,1,0,200,31,False,False,West,0
Plus,999,4,3,0,6,2,1,0,200,270,True,True,West,1
Ultra,2499,56,6,3,4,1,0,0,1000,110,False,False,East,1
Premium,1499,27,7,7,8,5,0,1,500,238,False,False,West,1
Plus,999,5,2,5,5,0,0,1,200,163,False,False,East,1
Ultra,2499,17,8,0,7,1,1,0,1000,152,True,False,South,1
Plus,999,39,6,3,5,1,0,0,200,293,False,False,East,0
Basic,699,45,7,7,6,3,1,1,100,265,False,False,East,1
