plan,monthlyPrice,tenureMonths,outages,complaints,supportCalls,latePayments,competitorAvailable,monthlyContract,speedMbps,churn
Plus,999,51,5,4,5,2,1,1,200,1
Ultra,2499,23,5,7,4,2,0,0,1000,1
Basic,699,9,7,6,4,3,0,0,100,1
Plus,999,55,9,6,1,3,1,1,200,1
Basic,699,20,1,2,4,6,0,1,100,0
Premium,1499,56,8,1,2,3,1,0,500,1
Ultra,2499,41,9,5,3,3,0,0,1000,1
Premium,1499,60,7,4,8,5,1,0,500,1
Premium,1499,43,6,7,3,3,0,1,500,1
Basic,699,49,3,5,4,5,0,1,100,1
Basic,699,41,7,3,5,1,0,1,100,1
Ultra,2499,26,9,0,0,5,0,0,1000,1
Ultra,2499,7,9,3,3,5,0,1,1000,1
Premium,1499,47,5,8,4,2,0,0,500,1
Premium,1499,55,10,7,6,0,1,0,500,1
Premium,1499,28,10,8,4,4,0,1,500,1
Ultra,2499,41,10,3,6,0,0,1,1000,1
Premium,1499,31,3,4,7,3,1,1,500,0
Basic,699,16,3,4,7,1,1,1,100,0
Ultra,2499,23,4,1,2,5,0,1,1000,0
Ultra,2499,53,7,1,7,2,1,0,1000,1
Premium,1499,48,1,7,7,2,1,1,500,1
Ultra,2499,25,1,7,3,5,0,1,1000,1
Basic,699,30,2,7,6,1,0,1,100,1
Ultra,2499,6,3,0,8,1,1,0,1000,0
Plus,999,20,3,0,5,0,0,0,200,0
Plus,999,54,3,7,0,6,1,0,200,1
Ultra,2499,59,4,3,0,2,0,0,1000,0
Plus,999,46,8,4,7,4,0,1,200,1
Plus,999,33,2,7,6,5,0,1,200,1
Plus,999,43,6,3,5,2,0,1,200,1
Ultra,2499,19,0,3,5,6,1,1,1000,0
Premium,1499,15,1,1,1,3,1,1,500,0
Basic,699,19,6,3,6,4,1,0,100,1
Plus,999,15,0,6,4,4,0,0,200,1
Basic,699,9,10,8,3,1,0,1,100,1
Ultra,2499,24,9,6,8,6,1,1,1000,1
Ultra,2499,5,10,1,5,2,1,0,1000,1
Premium,1499,23,0,7,6,3,0,1,500,1
Premium,1499,14,6,1,5,1,1,1,500,1
Ultra,2499,53,2,2,2,0,1,0,1000,0
Plus,999,20,7,1,8,3,1,1,200,1
Plus,999,42,0,5,0,4,0,1,200,1
Plus,999,44,4,7,7,6,1,0,200,1
Ultra,2499,32,3,0,8,6,0,0,1000,0
Ultra,2499,17,8,1,6,3,1,0,1000,1
Ultra,2499,56,9,6,6,5,1,0,1000,1
Premium,1499,53,7,6,3,0,0,1,500,1
Premium,1499,17,9,4,6,2,1,1,500,1
Basic,699,31,5,5,2,5,1,0,100,1
Basic,699,45,3,6,0,6,1,0,100,1
Ultra,2499,49,3,7,3,6,1,0,1000,1
Ultra,2499,56,9,7,0,2,0,0,1000,1
Premium,1499,36,8,0,8,1,0,0,500,1
Plus,999,39,4,3,6,3,0,1,200,0
Premium,1499,56,10,5,3,0,0,1,500,1
Basic,699,11,2,3,8,5,0,1,100,0
Plus,999,20,4,4,7,3,1,0,200,0
Ultra,2499,44,4,0,2,5,1,0,1000,0
Premium,1499,35,7,0,2,3,1,0,500,1
Basic,699,43,3,3,5,2,0,0,100,0
Plus,999,33,4,7,7,3,0,1,200,1
Premium,1499,6,1,2,2,0,1,1,500,0
Ultra,2499,4,1,3,5,4,1,1,1000,1
Premium,1499,49,8,6,2,2,1,1,500,1
Ultra,2499,28,9,2,7,3,1,1,1000,1
Ultra,2499,32,6,7,0,3,1,0,1000,1
Plus,999,34,9,5,6,2,0,1,200,1
Ultra,2499,56,10,0,0,4,1,1,1000,1
Basic,699,26,5,7,5,2,1,1,100,1
Basic,699,5,9,5,6,0,0,0,100,1
Plus,999,33,3,7,7,1,1,0,200,1
Basic,699,57,2,2,1,6,1,1,100,0
Plus,999,34,3,1,3,6,1,0,200,0
Basic,699,13,1,8,6,1,0,0,100,1
Basic,699,42,5,3,2,5,1,1,100,1
Ultra,2499,18,6,1,0,4,1,1,1000,1
Plus,999,5,2,4,8,3,0,1,200,0
Basic,699,8,3,1,4,6,0,1,100,0
Premium,1499,39,6,2,6,2,1,0,500,1
Plus,999,60,2,5,8,1,1,1,200,1
Ultra,2499,31,0,5,4,0,0,0,1000,1
Basic,699,53,2,0,8,0,0,1,100,0
Ultra,2499,37,4,2,2,5,1,1,1000,0
Basic,699,9,8,6,5,6,0,1,100,1
Basic,699,45,4,6,4,6,0,0,100,1
Plus,999,40,2,3,8,1,0,0,200,0
Premium,1499,26,2,6,0,4,1,0,500,1
Basic,699,18,4,8,3,0,1,1,100,1
Ultra,2499,8,10,2,1,5,1,1,1000,1
Premium,1499,37,7,5,8,4,0,1,500,1
Ultra,2499,60,2,0,1,4,1,1,1000,0
Ultra,2499,15,4,4,3,6,1,1,1000,0
Basic,699,50,10,6,6,5,1,1,100,1
Premium,1499,46,1,1,7,5,0,1,500,0
Plus,999,12,2,0,0,6,0,0,200,0
Premium,1499,56,0,6,8,5,1,1,500,1
Plus,999,26,3,2,1,4,1,0,200,0
Basic,699,52,1,8,7,5,1,0,100,1
Basic,699,53,10,5,3,4,0,1,100,1
Plus,999,3,0,8,2,6,1,1,200,1
Premium,1499,45,4,4,8,0,1,0,500,0
Basic,699,49,2,4,5,6,0,1,100,0
Plus,999,34,8,8,0,4,1,1,200,1
Ultra,2499,44,7,5,6,6,0,0,1000,1
Plus,999,14,7,1,4,1,1,1,200,1
Ultra,2499,30,0,4,0,3,1,1,1000,0
Ultra,2499,44,5,8,0,1,0,0,1000,1
Premium,1499,5,8,6,4,4,1,1,500,1
Plus,999,60,4,5,5,3,1,1,200,1
Basic,699,39,7,0,8,5,0,1,100,1
Plus,999,36,6,4,3,2,1,0,200,1
Premium,1499,34,5,6,5,1,0,0,500,1
Ultra,2499,57,8,7,2,6,0,1,1000,1
Ultra,2499,30,7,1,3,4,1,0,1000,1
Ultra,2499,40,1,6,7,0,1,0,1000,1
Premium,1499,14,3,8,3,4,0,1,500,1
Basic,699,45,1,4,1,0,1,0,100,0
Basic,699,59,8,4,1,3,1,0,100,1
Plus,999,6,3,4,4,4,0,0,200,0
Basic,699,26,10,1,0,6,1,0,100,1
Ultra,2499,36,2,5,8,0,1,1,1000,1
Ultra,2499,40,2,5,1,2,0,1,1000,1
Basic,699,37,7,0,4,0,0,0,100,1
Basic,699,47,9,8,0,6,0,1,100,1
Plus,999,20,4,8,3,6,0,1,200,1
Premium,1499,33,10,3,8,6,0,0,500,1
Basic,699,20,1,3,0,5,1,0,100,0
Premium,1499,50,7,6,1,4,1,1,500,1
Plus,999,31,6,2,7,2,1,0,200,1
Premium,1499,5,10,4,8,1,0,0,500,1
Plus,999,19,0,5,4,6,0,1,200,1
Plus,999,41,8,4,3,6,0,0,200,1
Plus,999,17,2,0,5,0,1,1,200,0
Premium,1499,56,2,7,2,1,0,0,500,1
Premium,1499,11,10,2,4,1,1,1,500,1
Ultra,2499,42,6,2,0,4,0,0,1000,1
Ultra,2499,5,1,6,4,0,1,0,1000,1
Basic,699,57,3,8,1,6,1,1,100,1
Plus,999,9,7,5,0,2,0,0,200,1
Ultra,2499,9,3,0,4,3,1,0,1000,0
Ultra,2499,12,2,8,2,2,1,0,1000,1
Basic,699,51,5,1,3,3,0,1,100,1
Plus,999,31,4,7,2,1,1,1,200,1
Basic,699,40,3,4,3,6,0,1,100,0
Basic,699,42,1,5,5,0,1,1,100,1
Basic,699,26,6,8,5,3,1,0,100,1
Basic,699,59,6,2,6,5,1,0,100,1
Ultra,2499,30,7,0,3,5,1,1,1000,1
Premium,1499,42,2,3,3,2,1,0,500,0
Premium,1499,11,0,5,3,4,0,1,500,1
Premium,1499,57,5,7,1,4,1,0,500,1
Basic,699,31,10,2,8,6,1,0,100,1
Premium,1499,33,6,7,3,5,0,0,500,1
Premium,1499,33,6,5,3,3,1,1,500,1
Basic,699,57,6,5,0,3,1,1,100,1
Basic,699,56,5,6,3,2,1,0,100,1
Plus,999,25,1,3,7,3,1,0,200,0
Ultra,2499,46,10,4,0,1,1,0,1000,1
Ultra,2499,41,3,3,0,0,1,0,1000,0
Basic,699,12,8,2,8,1,1,1,100,1
Ultra,2499,28,0,7,5,1,1,0,1000,1
Basic,699,38,4,6,0,3,0,1,100,1
Plus,999,41,2,2,1,3,1,0,200,0
Premium,1499,40,8,8,1,3,1,0,500,1
Premium,1499,1,6,7,0,4,0,0,500,1
Plus,999,28,10,4,7,0,1,1,200,1
Ultra,2499,19,8,8,0,6,1,1,1000,1
Plus,999,55,6,2,2,2,1,1,200,1
Plus,999,20,2,5,8,1,0,0,200,1
Ultra,2499,24,10,2,6,5,1,1,1000,1
Premium,1499,29,8,4,2,6,0,1,500,1
Basic,699,31,7,3,3,2,1,1,100,1
Ultra,2499,1,8,0,3,0,0,0,1000,1
Premium,1499,21,3,8,5,1,0,0,500,1
Ultra,2499,4,0,3,3,4,1,0,1000,1
Premium,1499,30,1,2,4,4,0,0,500,0
Plus,999,3,1,4,6,5,0,0,200,0
Plus,999,16,2,2,3,4,0,1,200,0
Premium,1499,53,4,0,8,4,0,0,500,0
Basic,699,25,7,3,1,4,1,1,100,1
Basic,699,52,5,2,4,1,1,1,100,1
Premium,1499,22,0,0,2,0,1,1,500,0
Plus,999,5,3,0,6,6,0,1,200,0
Premium,1499,50,6,8,8,0,0,0,500,1
Ultra,2499,29,5,5,3,6,0,0,1000,1
Plus,999,19,5,0,8,3,0,0,200,1
Plus,999,9,5,2,4,4,0,0,200,1
Plus,999,35,3,7,2,5,1,1,200,1
Basic,699,3,3,3,2,5,0,0,100,0
Plus,999,26,9,1,0,5,0,1,200,1
Basic,699,54,8,3,3,1,1,0,100,1
Ultra,2499,3,0,4,8,6,1,0,1000,1
Basic,699,43,3,1,5,3,0,0,100,0
Basic,699,33,2,7,7,2,0,0,100,1
Premium,1499,35,1,5,4,6,1,0,500,1
Basic,699,9,1,0,3,5,0,0,100,0
Ultra,2499,3,8,7,7,2,0,0,1000,1
Ultra,2499,18,2,3,7,2,0,0,1000,0
Ultra,2499,60,6,6,0,3,0,1,1000,1
Premium,1499,46,5,0,8,3,1,1,500,1
Ultra,2499,6,9,8,2,0,0,1,1000,1
Ultra,2499,44,3,0,4,2,0,0,1000,0
Ultra,2499,2,9,6,2,2,1,0,1000,1
Plus,999,43,10,6,8,5,0,1,200,1
Ultra,2499,35,2,4,5,2,0,1,1000,0
Ultra,2499,50,10,6,4,2,0,1,1000,1
Basic,699,36,9,5,4,5,0,0,100,1
Plus,999,47,10,5,3,2,1,0,200,1
Plus,999,40,6,1,0,4,1,1,200,1
Ultra,2499,42,2,8,4,4,1,1,1000,1
Basic,699,47,10,0,1,5,1,0,100,1
Plus,999,19,8,3,6,4,1,0,200,1
Ultra,2499,42,3,4,6,5,1,0,1000,0
Premium,1499,28,3,8,0,0,0,0,500,1
Basic,699,21,10,4,0,0,0,1,100,1
Basic,699,9,4,8,3,5,1,1,100,1
Plus,999,35,4,0,5,6,1,1,200,0
Ultra,2499,16,8,7,0,6,1,1,1000,1
Ultra,2499,8,5,6,5,3,1,0,1000,1
Premium,1499,44,8,7,7,0,0,1,500,1
Premium,1499,24,6,5,5,1,1,0,500,1
Premium,1499,25,10,7,7,5,0,1,500,1
Basic,699,5,4,6,2,3,0,0,100,1
Plus,999,17,7,5,8,1,1,1,200,1
Ultra,2499,26,6,8,6,5,0,1,1000,1
Ultra,2499,16,2,0,4,3,0,0,1000,0
Ultra,2499,53,4,3,7,4,0,1,1000,0
Basic,699,11,8,3,8,4,0,1,100,1
Plus,999,37,2,1,8,3,0,1,200,0
Basic,699,11,6,7,0,3,1,1,100,1
Ultra,2499,21,6,3,0,6,1,0,1000,1
Plus,999,49,9,5,0,4,0,1,200,1
Plus,999,58,2,0,2,5,1,1,200,0
Plus,999,11,10,1,3,4,1,1,200,1
Basic,699,23,4,7,1,5,1,1,100,1
Plus,999,58,5,3,8,6,1,0,200,1
Ultra,2499,5,2,2,7,4,0,0,1000,0
Plus,999,14,2,4,1,2,1,0,200,0
Plus,999,4,10,3,2,3,0,0,200,1
Ultra,2499,16,9,6,6,1,1,0,1000,1
Basic,699,51,8,4,4,6,0,0,100,1
Basic,699,10,6,7,6,1,0,0,100,1
Plus,999,51,7,3,2,1,0,1,200,1
Basic,699,55,9,0,6,6,0,0,100,1
Basic,699,32,3,0,6,6,0,0,100,0
Premium,1499,35,3,4,6,6,1,1,500,0
Premium,1499,15,7,8,3,2,0,0,500,1
Plus,999,14,10,2,7,5,1,1,200,1
Plus,999,16,4,7,5,0,1,0,200,1
Plus,999,43,3,6,5,0,1,1,200,1
Premium,1499,18,6,0,5,0,0,1,500,1
Plus,999,41,2,0,4,0,0,1,200,0
Premium,1499,49,7,8,0,4,0,1,500,1
Basic,699,34,7,2,5,5,0,1,100,1
Basic,699,1,8,2,2,3,0,1,100,1
Basic,699,4,3,3,2,1,0,0,100,0
Ultra,2499,14,0,5,8,4,1,0,1000,1
Ultra,2499,40,5,8,5,0,1,0,1000,1
Premium,1499,46,5,2,4,4,1,1,500,1
Basic,699,39,2,4,7,1,1,0,100,0
Premium,1499,58,6,5,4,1,1,0,500,1
Premium,1499,55,6,5,2,5,0,0,500,1
Plus,999,60,8,6,1,4,1,1,200,1
Basic,699,8,9,1,3,2,0,0,100,1
Premium,1499,16,5,8,0,5,1,1,500,1
Basic,699,31,2,6,4,2,1,1,100,1
Premium,1499,33,10,1,7,4,1,1,500,1
Premium,1499,13,2,4,7,6,0,1,500,0
Premium,1499,7,1,0,0,1,1,0,500,0
Ultra,2499,60,9,1,4,5,0,0,1000,1
Basic,699,4,3,7,2,5,0,0,100,1
Ultra,2499,39,7,8,1,1,1,1,1000,1
Basic,699,57,8,6,5,0,0,0,100,1
Ultra,2499,13,7,8,2,3,0,1,1000,1
Ultra,2499,60,1,8,4,2,0,0,1000,1
Premium,1499,47,6,2,1,4,0,0,500,1
Basic,699,59,0,6,7,1,0,1,100,1
Basic,699,12,7,3,8,2,1,1,100,1
Plus,999,15,7,1,1,2,1,0,200,1
Basic,699,31,4,6,4,6,0,1,100,1
Ultra,2499,36,10,4,8,4,0,0,1000,1
Basic,699,45,10,7,0,5,1,1,100,1
Ultra,2499,49,1,8,4,6,0,1,1000,1
Basic,699,6,10,1,8,1,0,1,100,1
Plus,999,31,9,1,1,4,1,1,200,1
Premium,1499,47,10,5,7,3,0,1,500,1
Premium,1499,24,3,6,1,3,0,0,500,1
Basic,699,13,5,8,2,4,1,0,100,1
Premium,1499,4,4,1,3,4,1,1,500,1
Plus,999,34,6,4,2,3,1,0,200,1
Ultra,2499,26,8,4,5,0,1,1,1000,1
Premium,1499,5,1,4,4,6,1,1,500,1
Premium,1499,34,4,4,5,4,0,0,500,0
Premium,1499,56,5,5,1,0,0,1,500,1
Plus,999,39,1,2,3,5,1,0,200,0
Basic,699,17,4,0,4,1,0,1,100,0
Basic,699,54,5,0,7,4,1,1,100,1
Basic,699,34,1,1,0,5,0,0,100,0
Premium,1499,5,5,2,1,2,0,0,500,1
Premium,1499,4,5,8,7,0,1,1,500,1
Basic,699,54,4,8,8,2,0,1,100,1
Premium,1499,43,0,7,6,1,0,1,500,1
Premium,1499,37,8,0,0,4,0,0,500,1
Ultra,2499,43,4,6,4,5,0,1,1000,1
Basic,699,22,5,8,6,5,1,1,100,1
Basic,699,28,2,2,4,2,1,0,100,0
Basic,699,35,3,1,5,0,1,0,100,0
Basic,699,27,4,1,2,2,0,1,100,0
Ultra,2499,14,3,0,2,6,0,0,1000,0
Plus,999,49,6,7,6,5,1,0,200,1
Basic,699,27,1,2,6,0,1,0,100,0
Plus,999,26,8,5,4,0,0,0,200,1
Basic,699,39,6,7,6,3,0,0,100,1
Basic,699,3,1,8,3,0,0,0,100,1
Premium,1499,22,0,8,3,5,0,0,500,1
Plus,999,8,1,5,7,1,1,0,200,1
Ultra,2499,49,4,8,1,2,1,0,1000,1
Premium,1499,24,5,0,2,6,0,1,500,1
Premium,1499,54,6,0,8,0,0,0,500,1
Plus,999,9,2,2,0,3,0,1,200,0
Plus,999,2,6,8,0,6,0,1,200,1
Basic,699,4,4,2,1,6,0,1,100,0
Plus,999,50,5,2,6,4,1,0,200,1
Ultra,2499,17,4,7,3,5,1,1,1000,1
Plus,999,13,7,7,1,5,1,1,200,1
Premium,1499,33,4,8,3,2,0,0,500,1
Ultra,2499,55,6,6,3,1,0,1,1000,1
Plus,999,35,2,6,2,3,0,0,200,1
Plus,999,41,1,7,2,6,0,1,200,1
Plus,999,25,6,0,5,1,0,0,200,1
Premium,1499,48,7,8,0,3,1,1,500,1
Plus,999,19,8,1,2,3,1,0,200,1
Plus,999,13,5,1,5,4,1,0,200,1
Plus,999,5,8,4,8,5,1,0,200,1
Ultra,2499,21,4,1,7,0,1,1,1000,0
Basic,699,28,3,1,5,4,0,0,100,0
Premium,1499,16,3,6,1,6,0,1,500,1
Basic,699,56,5,5,6,5,1,0,100,1
Plus,999,44,9,0,3,3,1,0,200,1
Premium,1499,50,5,5,7,5,0,0,500,1
Ultra,2499,7,9,1,0,4,0,0,1000,1
Ultra,2499,21,6,0,6,4,1,1,1000,1
Basic,699,27,9,4,6,4,1,0,100,1
Ultra,2499,10,8,5,8,4,1,0,1000,1
Basic,699,14,0,2,7,4,0,1,100,0
Basic,699,31,9,4,4,2,1,1,100,1
Ultra,2499,13,10,7,1,6,0,0,1000,1
Basic,699,33,9,0,6,3,1,0,100,1
Basic,699,20,5,4,4,1,0,0,100,1
Basic,699,59,1,7,8,4,0,1,100,1
Premium,1499,38,6,5,7,4,0,0,500,1
Basic,699,7,7,6,7,0,1,0,100,1
Premium,1499,46,3,2,7,6,1,1,500,0
Plus,999,29,9,2,8,5,1,0,200,1
Basic,699,56,5,2,1,2,0,0,100,1
Ultra,2499,11,3,2,4,5,0,0,1000,0
Plus,999,18,1,2,8,2,1,1,200,0
Ultra,2499,43,9,6,5,0,1,0,1000,1
Premium,1499,41,6,0,6,6,1,0,500,1
Plus,999,13,10,1,6,0,0,0,200,1
Ultra,2499,26,0,1,1,4,0,1,1000,0
Ultra,2499,31,5,2,0,2,0,1,1000,1
Ultra,2499,15,9,2,1,5,0,1,1000,1
Basic,699,10,10,0,1,4,0,1,100,1
Ultra,2499,22,3,2,6,0,1,0,1000,0
Plus,999,37,5,2,1,5,0,1,200,1
Ultra,2499,47,6,0,3,6,0,0,1000,1
Plus,999,2,2,0,1,0,1,1,200,1
Premium,1499,16,1,2,2,1,0,0,500,0
Plus,999,18,1,8,6,3,0,1,200,1
Plus,999,30,10,3,2,6,0,0,200,1
Basic,699,16,9,6,7,5,0,1,100,1
Plus,999,29,8,8,5,2,0,0,200,1
Plus,999,16,1,0,3,0,0,0,200,0
Plus,999,47,6,2,2,6,1,0,200,1
Premium,1499,46,10,0,0,3,0,0,500,1
Plus,999,21,0,5,1,6,0,0,200,1
Premium,1499,14,6,8,7,1,0,0,500,1
Basic,699,22,5,5,4,0,1,0,100,1
Basic,699,2,2,4,0,4,1,1,100,1
Basic,699,40,0,2,8,0,1,1,100,0
Basic,699,18,10,1,0,3,0,1,100,1
Premium,1499,6,0,5,4,5,0,1,500,1
Ultra,2499,3,6,3,1,3,1,1,1000,1
Basic,699,24,1,8,5,0,1,0,100,1
Basic,699,16,3,1,6,3,1,0,100,0
Plus,999,19,8,8,7,0,0,1,200,1
Plus,999,42,5,1,8,6,1,1,200,1
Plus,999,18,0,4,5,1,0,1,200,0
Ultra,2499,54,7,1,6,4,1,0,1000,1
Premium,1499,60,10,2,8,0,1,1,500,1
Plus,999,18,4,3,0,1,1,1,200,0
Plus,999,4,9,5,1,2,1,0,200,1
Premium,1499,1,2,0,5,3,0,1,500,0
Ultra,2499,15,4,6,2,4,0,1,1000,1
Plus,999,42,2,1,5,6,1,1,200,0
Plus,999,28,0,6,4,5,0,0,200,1
Plus,999,40,0,4,2,3,0,1,200,0
Premium,1499,55,3,8,6,6,0,0,500,1
Basic,699,26,4,0,2,6,1,1,100,0
Basic,699,57,3,2,4,5,1,1,100,0
Plus,999,4,6,7,4,0,0,1,200,1
Basic,699,45,10,0,7,1,0,1,100,1
Basic,699,60,6,2,6,2,1,0,100,1
Ultra,2499,19,0,1,4,3,0,0,1000,0
Premium,1499,11,6,2,7,2,0,1,500,1
Basic,699,48,9,4,3,2,1,1,100,1
Premium,1499,57,4,8,4,4,0,1,500,1
Plus,999,8,2,7,0,2,1,0,200,1
Plus,999,14,7,4,8,0,0,1,200,1
Basic,699,54,9,8,8,6,1,0,100,1
Plus,999,42,4,7,2,3,1,0,200,1
Ultra,2499,34,6,6,6,0,1,1,1000,1
Ultra,2499,59,4,8,4,0,0,0,1000,1
Plus,999,34,3,8,5,2,0,0,200,1
Premium,1499,52,1,7,5,0,0,0,500,1
Plus,999,4,1,7,5,5,1,0,200,1
Ultra,2499,22,3,8,4,4,0,0,1000,1
Plus,999,60,3,7,6,4,1,1,200,1
Ultra,2499,28,7,8,3,1,0,0,1000,1
Basic,699,38,4,1,6,0,0,0,100,0
Ultra,2499,28,5,4,3,5,1,0,1000,1
Plus,999,49,9,6,8,5,0,1,200,1
Plus,999,3,3,0,7,6,1,1,200,1
Basic,699,53,7,1,3,1,0,1,100,1
Basic,699,52,10,8,6,4,0,0,100,1
Plus,999,9,9,3,2,2,1,0,200,1
Premium,1499,3,5,4,2,0,0,1,500,1
Plus,999,17,8,3,1,1,0,0,200,1
Ultra,2499,41,0,4,4,0,0,1,1000,0
Ultra,2499,11,5,5,6,3,0,0,1000,1
Ultra,2499,27,5,3,5,4,0,0,1000,1
Basic,699,13,10,3,2,6,0,0,100,1
Ultra,2499,1,9,8,3,0,0,0,1000,1
Basic,699,56,2,5,6,3,0,1,100,1
Ultra,2499,13,0,3,5,6,0,0,1000,0
Basic,699,57,0,0,0,3,1,1,100,0
Basic,699,38,10,0,5,2,0,1,100,1
Premium,1499,14,0,5,4,4,1,0,500,1
Ultra,2499,52,2,3,6,2,1,0,1000,0
Basic,699,60,0,3,7,0,1,1,100,0
Ultra,2499,10,5,6,4,1,1,1,1000,1
Plus,999,39,6,3,1,1,0,1,200,1
Ultra,2499,21,1,1,0,4,0,1,1000,0
Plus,999,51,1,4,6,5,0,0,200,0
Premium,1499,36,4,7,0,3,1,0,500,1
Premium,1499,23,7,5,1,2,0,1,500,1
Basic,699,35,6,5,0,6,1,0,100,1
Ultra,2499,43,6,0,6,4,1,0,1000,1
Basic,699,34,10,4,1,6,1,1,100,1
Plus,999,28,3,0,7,5,1,0,200,0
Basic,699,5,10,4,7,4,1,1,100,1
Premium,1499,50,9,7,5,4,0,0,500,1
Ultra,2499,23,6,8,0,5,0,1,1000,1
Plus,999,23,8,7,7,6,1,1,200,1
Basic,699,26,4,1,4,0,1,1,100,0
Ultra,2499,35,3,8,8,6,1,1,1000,1
Ultra,2499,25,2,7,1,2,1,0,1000,1
Basic,699,21,2,7,6,3,1,1,100,1
Premium,1499,43,4,3,5,0,1,0,500,0
Ultra,2499,54,5,7,5,0,1,0,1000,1
Plus,999,21,4,2,7,1,0,0,200,0
Ultra,2499,36,10,6,5,2,1,0,1000,1
Premium,1499,11,2,0,5,2,1,0,500,0
Ultra,2499,13,4,3,2,2,0,1,1000,0
Ultra,2499,54,2,1,6,4,0,0,1000,0
Plus,999,27,2,8,5,2,1,1,200,1
Plus,999,43,3,3,8,3,0,1,200,0
Ultra,2499,40,1,0,1,4,0,1,1000,0
Ultra,2499,8,4,5,1,2,0,1,1000,1
Premium,1499,10,1,0,5,5,1,1,500,0
Ultra,2499,60,8,1,3,0,0,0,1000,1
Premium,1499,5,10,1,7,6,1,1,500,1
Plus,999,54,6,3,7,4,1,1,200,1
Basic,699,19,5,7,1,1,0,0,100,1
Ultra,2499,27,10,7,2,2,1,0,1000,1
Plus,999,53,9,2,7,2,0,1,200,1
Ultra,2499,26,9,6,4,5,0,0,1000,1
Premium,1499,43,2,5,4,6,0,1,500,1
Premium,1499,59,9,1,1,0,0,1,500,1
Ultra,2499,20,9,4,8,0,0,0,1000,1
Premium,1499,15,1,2,7,5,1,0,500,0
Basic,699,16,4,5,6,5,0,0,100,1
Ultra,2499,4,8,2,4,4,1,0,1000,1
Ultra,2499,57,3,8,4,4,1,1,1000,1
Premium,1499,44,4,7,6,2,1,0,500,1
Basic,699,39,4,7,6,2,1,0,100,1
Plus,999,10,5,6,4,6,1,0,200,1
Ultra,2499,52,8,8,3,5,1,1,1000,1
Plus,999,40,7,1,1,0,1,0,200,1
Ultra,2499,29,6,5,2,0,0,0,1000,1
Plus,999,27,6,1,2,5,0,0,200,1
Basic,699,43,7,3,1,5,1,1,100,1
Premium,1499,17,9,5,7,6,0,0,500,1
Ultra,2499,12,2,8,5,4,1,1,1000,1
Premium,1499,3,2,7,5,5,0,0,500,1
Basic,699,43,3,6,1,2,0,0,100,1
Plus,999,53,6,4,2,2,1,1,200,1
Ultra,2499,41,3,2,1,1,1,0,1000,0
Basic,699,41,8,2,0,0,0,1,100,1
Ultra,2499,32,0,0,4,1,0,1,1000,0
Ultra,2499,1,2,0,3,5,0,1,1000,0
Basic,699,49,4,5,3,1,0,1,100,1
Ultra,2499,15,3,0,1,0,0,1,1000,0
Premium,1499,42,8,7,7,2,1,0,500,1
Basic,699,37,2,8,4,3,1,1,100,1
Basic,699,60,9,6,0,2,0,0,100,1
Plus,999,15,10,4,3,3,0,1,200,1
Ultra,2499,12,7,2,6,6,1,1,1000,1
Premium,1499,58,2,5,5,6,0,1,500,1
Premium,1499,54,2,7,0,2,1,1,500,1
Plus,999,40,0,4,2,1,0,1,200,0
Basic,699,10,2,1,0,2,1,1,100,0
Ultra,2499,33,5,7,3,6,0,1,1000,1
Plus,999,39,6,0,4,4,0,1,200,1
Premium,1499,28,5,5,1,4,0,1,500,1
Plus,999,41,4,8,1,4,0,1,200,1
Premium,1499,21,9,4,2,1,0,0,500,1
Ultra,2499,36,4,0,1,5,0,0,1000,0
Basic,699,9,3,5,6,0,1,0,100,1
Basic,699,7,0,0,0,1,0,0,100,0
Plus,999,32,2,6,1,4,0,1,200,1
Plus,999,26,8,3,5,5,0,0,200,1
Ultra,2499,54,7,0,8,1,1,0,1000,1
Ultra,2499,45,6,1,3,3,0,0,1000,1
Plus,999,28,1,2,8,2,0,1,200,0
Premium,1499,17,2,3,1,6,0,1,500,0
Basic,699,34,5,6,8,0,1,0,100,1
Ultra,2499,27,5,4,2,1,0,1,1000,1
Ultra,2499,55,2,0,5,2,1,1,1000,0
Plus,999,22,0,4,4,3,1,1,200,0
Premium,1499,47,7,8,7,3,0,1,500,1
Plus,999,6,4,8,3,3,0,1,200,1
Ultra,2499,48,1,0,8,5,1,1,1000,0
Basic,699,58,5,6,2,3,1,0,100,1
Premium,1499,26,7,6,8,4,1,1,500,1
Premium,1499,6,10,8,7,6,1,0,500,1
Plus,999,55,1,0,3,0,0,1,200,0
Basic,699,34,5,2,3,6,0,1,100,1
Premium,1499,43,10,1,7,4,0,0,500,1
Basic,699,32,8,8,7,5,0,1,100,1
Ultra,2499,40,2,2,2,1,1,1,1000,0
Plus,999,52,2,0,1,0,1,1,200,0
Plus,999,53,10,4,0,1,0,1,200,1
Ultra,2499,49,8,2,1,5,0,1,1000,1
Premium,1499,51,1,2,3,4,0,0,500,0
Premium,1499,11,5,5,2,0,0,1,500,1
Plus,999,34,9,0,5,5,1,1,200,1
Ultra,2499,59,2,1,0,1,0,1,1000,0
Basic,699,54,7,7,5,0,0,0,100,1
Premium,1499,18,9,7,7,5,0,1,500,1
Basic,699,3,5,7,8,1,0,0,100,1
Plus,999,53,6,8,6,3,0,0,200,1
Premium,1499,41,4,5,1,5,0,1,500,1
Basic,699,31,6,4,1,1,0,1,100,1
Ultra,2499,43,4,3,5,3,1,1,1000,0
